ride_id,started_at,ended_at,start_station,end_station,user_type
R104264,2026-07-14 23:11:00,2026-07-14 23:16:35,  Ponce City Market ,Georgia State University,
R102428,2026-06-24 18:44:00,2026-06-24 19:31:49,Centennial Olympic Park,  Ponce City Market ,casual
R103306,2026-07-04 17:43:00,2026-07-04 17:43:00,Ponce City Market,Ponce City Market,casual
R105192,2026-07-22 18:25:00,2026-07-22 18:43:46,  Midtown MARTA ,Centennial Olympic Park,member
R100514,2026-06-05 13:20:00,06/05/2026 13:35,Piedmont Park,centennial olympic park,member
R103311,2026-07-04 15:32:00,2026-07-04 15:41:42,  Krog Street Market ,,member
R105142,2026-07-21 09:17:00,2026-07-21 09:29:07,Midtown MARTA,Little Five Points,member
R105892,2026-07-29 12:32:00,29-Jul-2026 12:41,Centennial Olympic Pk,Georgia State University,member
R104882,2026-07-19 11:51:00,19-Jul-2026 11:54,MIDTOWN MARTA,centennial olympic park,member
R102615,2026-06-26 17:26:00,2026-06-26 17:36:07,Midtown MARTA,Ponce City Market,member
R103858,2026-07-09 13:21:00,2026-07-09 13:28:55,Piedmont Park,Ponce City Market,member
R104204,2026-07-13 08:15:00,2026-07-13 08:26:14,Atlantic Station,centennial olympic park,member
R100665,06/07/2026 19:49,2026-06-07 19:53:48,Centennial Olympic Park,Atlantic Station,
R101059,2026-06-11 12:18:00,06/11/2026 12:28,Centennial Olympic Park,Atlantic Station,member
R105425,07/25/2026 09:43,2026-07-25 09:51:36,Ponce City Market,midtown marta,member
R102095,2026-06-21 15:31:00,2026-06-21 15:38:48,Midtown MARTA,Little Five Points,member
R105667,2026-07-27 06:51:00,2026-07-27 07:08:47,Atlantic Station,Georgia State University,member
R104422,2026-07-15 17:04:00,07/15/2026 17:17,  Midtown MARTA ,PONCE CITY MARKET,casual
R103827,2026-07-09 18:54:00,2026-07-09 19:01:36,Midtown MARTA,Centennial Olympic Park,member
R105541,2026-07-26 01:03:00,2026-07-26 01:13:57,Grant Park,Georgia State University,casual
R105952,2026-07-30 16:56:00,07/30/2026 17:05,PONCE CITY MARKET,Piedmont Park,member
R104238,2026-07-13 07:20:00,13-Jul-2026 07:24,Midtown MARTA,  Centennial Olympic Park ,member
R100720,06/08/2026 16:20,06/08/2026 16:33,ATLANTIC STATION,Krog Street Market,member
R101937,2026-06-20 16:13:00,2026-06-20 16:28:16,Midtown MARTA,Atlantic Station,casual
R101073,2026-06-11 11:43:00,06/11/2026 11:50,Atlantic Station,Ponce City Market,member
R104336,2026-07-14 17:44:00,07/14/2026 17:58,Ponce City Market,Georgia State University,member
R105861,2026-07-29 06:29:00,07/29/2026 06:34,  Ponce City Market ,Piedmont Park,member
R102062,21-Jun-2026 17:33,2026-06-21 17:46:23,Centennial Olympic Park,Ponce City Market,casual
R105375,07/24/2026 09:37,2026-07-24 09:48:33,Ponce City Market,West End,member
R105165,22-Jul-2026 12:52,2026-07-22 13:00:33,Ponce City Market,Georgia State University,member
R102116,2026-06-21 08:27:00,06/21/2026 08:46,Midtown MARTA,Centennial Olympic Park,casual
R100759,2026-06-08 17:36:00,2026-06-08 17:45:49,Georgia State University,KROG STREET MARKET,member
R100310,03-Jun-2026 10:04,06/03/2026 10:18,Centennial Olympic Park,Little Five Points,member
R103771,2026-07-08 18:38:00,07/08/2026 18:48,GRANT PARK,Georgia State University,member
R104521,07/16/2026 07:32,2026-07-16 07:54:16,georgia state university,Centennial Olympic Park,casual
R102471,25-Jun-2026 07:19,2026-06-25 07:30:58,Piedmont Park,  Midtown MARTA ,member
R105100,2026-07-21 21:22:00,07/21/2026 21:34,Centennial Olympic Park,Georgia State University,member
R101425,15-Jun-2026 15:50,06/15/2026 16:03,Krog Street Market,Centennial Olympic Park,member
R103568,2026-07-07 08:20:00,2026-07-07 08:25:17,Centennial Olympic Park,Ponce City Market,member
R103139,2026-07-02 12:40:00,02-Jul-2026 12:51,Ponce City Market,Grant Park,member
R103988,2026-07-10 08:14:00,2026-07-10 08:25:49,Centennial Olympic Pk,Ponce City Market,member
R104117,2026-07-12 14:50:00,12-Jul-2026 15:26,Midtown MARTA,Ponce City Market,casual
R102418,2026-06-24 16:08:00,2026-06-24 16:26:05,Ponce City Market,Midtown MARTA,member
R100200,2026-06-02 08:02:00,2026-06-02 08:11:37,Ponce City Market,Georgia State University,member
R102783,06/28/2026 00:16,2026-06-28 00:39:22,Georgia State University,Piedmont Park,casual
R104769,18-Jul-2026 11:00,2026-07-18 11:37:49,Midtown MARTA,Atlantic Station,casual
R105599,2026-07-26 08:57:00,2026-08-04 08:57:00,Georgia State University,Midtown MARTA,member
R101866,2026-06-19 17:13:00,2026-06-19 17:43:31,Ponce City Market,Piedmont Park,casual
R100334,04-Jun-2026 20:07,06/04/2026 20:08,Little Five Points,  Atlantic Station ,member
R100163,06/02/2026 07:33,2026-06-02 07:59:40,Ponce City Market,MIDTOWN MARTA,casual
R100437,2026-06-05 18:52:00,2026-06-05 18:57:24,Midtown MARTA,  Georgia State University ,member
R103657,2026-07-08 21:14:00,2026-07-08 21:28:32,Midtown MARTA,PONCE CITY MARKET,member
R104109,07/12/2026 13:00,2026-07-12 13:08:06,Georgia State University,Midtown MARTA,member
R105942,2026-07-30 17:56:00,30-Jul-2026 18:05,  Krog Street Market ,Midtown MARTA,member
R100660,06/07/2026 12:17,2026-06-07 12:23:40,Midtown MARTA,Georgia State University,member
R105988,2026-07-30 18:32:00,2026-07-30 18:43:30,Ponce City Market,  Grant Park ,member
R102701,2026-06-27 18:34:00,2026-06-27 18:39:32,Centennial Olympic Park,Georgia State University,member
R100767,06/08/2026 16:10,2026-06-08 16:27:40,midtown marta,ponce city market,member
R105576,2026-07-26 17:22:00,07/26/2026 17:50,Ponce City Market,Piedmont Park,casual
R100712,2026-06-08 20:38:00,2026-06-08 20:48:25,Piedmont Park,Midtown MARTA,casual
R100471,2026-06-05 19:53:00,2026-06-05 20:02:03,Piedmont Pk,Atlantic Station,casual
R101308,2026-06-13 14:04:00,2026-06-13 14:28:53,Krog St. Market,Midtown MARTA,casual
R101231,2026-06-12 23:30:00,06/12/2026 23:41,  Ponce City Market ,Atlantic Station,member
R100773,08-Jun-2026 04:55,2026-06-08 05:07:12,  Ponce City Market ,Midtown MARTA,member
R103018,2026-06-30 17:20:00,2026-06-30 17:37:06,GEORGIA STATE UNIVERSITY,PONCE CITY MARKET,member
R100669,2026-06-07 15:16:00,2026-06-07 15:32:18,Georgia State University,Midtown MARTA,casual
R105283,2026-07-23 13:03:00,07/23/2026 13:20,  Georgia State University ,Ponce City Market,casual
R105092,2026-07-21 07:18:00,07/21/2026 07:25,krog street market,Atlantic Station,member
R104328,2026-07-14 17:17:00,2026-07-14 17:32:40,PONCE CITY MARKET,Georgia State University,member
R103556,2026-07-06 07:05:00,2026-07-06 07:16:23,Ponce City Market,Centennial Olympic Park,member
R101344,06/14/2026 03:37,14-Jun-2026 04:16,Ponce City Market,Georgia State University,casual
R105369,24-Jul-2026 16:42,2026-07-24 16:46:13,Midtown MARTA,Georgia State University,member
R102033,06/21/2026 15:36,21-Jun-2026 15:47,midtown marta,ponce city market,member
R103792,2026-07-09 06:18:00,2026-07-09 06:27:55,Little Five Points,Georgia State University,member
R100158,2026-06-02 16:31:00,02-Jun-2026 16:47,Georgia State University,Piedmont Park,casual
R102400,06/24/2026 08:46,06/24/2026 08:50,Atlantic Station,Midtown MARTA,member
R103911,2026-07-10 21:29:00,07/10/2026 21:37,Midtown MARTA,GRANT PARK,casual
R105663,07/27/2026 18:51,07/27/2026 19:03,Georgia State University,PONCE CITY MARKET,member
R101548,06/16/2026 07:30,2026-06-16 07:34:14,Ponce City Market,Midtown MARTA,member
R105870,2026-07-29 05:53:00,2026-07-29 06:06:26,centennial olympic park,GEORGIA STATE UNIVERSITY,member
R104239,2026-07-13 09:43:00,2026-07-13 09:55:46,CENTENNIAL OLYMPIC PARK,Atlantic Station,member
R104948,07/20/2026 01:38,07/20/2026 01:53,Midtown MARTA,Ponce City Market,member
R105207,2026-07-22 17:49:00,2026-07-22 17:52:51,Centennial Olympic Park,Atlantic Station,member
R104601,17-Jul-2026 07:38,17-Jul-2026 07:50,West End,,member
R104698,07/18/2026 14:03,2026-07-18 14:19:19,Georgia State University,atlantic station,member
R100870,06/09/2026 19:12,2026-06-09 19:23:54,Midtown MARTA,Georgia State University,member
R100569,2026-06-06 08:29:00,06-Jun-2026 09:08,Georgia State University,Ponce City Market,casual
R104695,2026-07-18 07:17:00,2026-07-18 07:21:15,krog street market,Centennial Olympic Park,member
R101668,2026-06-17 09:01:00,2026-06-17 09:07:25,Ponce City Market,  Georgia State University ,member
R104677,2026-07-17 19:50:00,2026-07-17 20:05:32,Georgia State University,Ponce City Market,casual
R103877,2026-07-09 15:53:00,09-Jul-2026 16:07,Midtown MARTA,,member
R100169,2026-06-02 06:24:00,2026-06-02 06:32:00,Ponce City Market,Centennial Olympic Park,member
R102085,2026-06-21 17:23:00,2026-06-21 17:31:27,Atlantic Station,  Georgia State University ,member
R100757,06/08/2026 14:01,2026-06-08 14:14:18,Georgia State University,Atlantic Station,member
R100241,03-Jun-2026 05:30,2026-06-03 05:54:56,Krog Street Market,Georgia State University,casual
R104972,2026-07-20 09:14:00,07/20/2026 09:25,Midtown MARTA,Atlantic Station,member
R102928,2026-06-29 08:20:00,2026-06-29 08:23:56,West End,Atlantic Station,member
R100961,2026-06-10 07:22:00,10-Jun-2026 07:32,Ponce City Market,Atlantic Station,member
R101893,2026-06-19 05:13:00,2026-06-19 05:26:48,ATLANTIC STATION,Piedmont Park,member
R103337,2026-07-04 10:19:00,2026-07-15 10:19:00,Ponce City Market,georgia state university,casual
R103475,07/06/2026 17:17,06-Jul-2026 17:18,Midtown MARTA,Georgia State University,casual
R105633,2026-07-27 07:51:00,2026-07-27 08:19:18,Piedmont Park,West End,casual
R100176,2026-06-02 03:50:00,02-Jun-2026 04:02,midtown marta,Piedmont Park,member
R101137,2026-06-12 23:39:00,13-Jun-2026 00:02,Piedmont Pk,Midtown MARTA,member
R101985,2026-06-20 06:52:00,2026-06-20 07:05:04,Ponce City Market,  Krog Street Market ,member
R101972,2026-06-20 11:09:00,06/20/2026 11:11,Georgia State University,  Ponce City Market ,member
R105054,07/21/2026 12:07,07/21/2026 12:43,Georgia State University,Atlantic Station,casual
R100117,2026-06-01 07:23:00,2026-06-01 07:45:51,Georgia State University,Midtown MARTA,casual
R105190,07/22/2026 08:06,07/22/2026 08:14,GEORGIA STATE UNIVERSITY,Midtown MARTA,member
R103455,2026-07-05 13:29:00,2026-07-05 13:35:45,midtown marta,Krog Street Market,member
R103502,06-Jul-2026 16:10,07/06/2026 16:39,Centennial Olympic Park,Grant Park,casual
R100028,2026-06-01 06:04:00,2026-06-09 06:04:00,Piedmont Park,Centennial Olympic Park,member
R102391,2026-06-24 07:45:00,2026-06-24 07:58:12,CENTENNIAL OLYMPIC PARK,Midtown MARTA,member
R104200,07/13/2026 16:50,2026-07-13 17:11:17,Ponce City Market,Piedmont Park,member
R105700,07/27/2026 19:12,2026-07-27 19:15:29,Midtown MARTA,PONCE CITY MARKET,member
R102621,2026-06-26 17:52:00,2026-06-26 17:59:19,Ponce City Market,georgia state university,member
R100031,2026-06-01 15:18:00,06/01/2026 15:33,Georgia State University,Midtown MARTA,member
R105150,2026-07-21 17:31:00,2026-07-21 17:46:05,Georgia State University,Midtown MARTA,member
R104533,16-Jul-2026 13:18,07/16/2026 13:42,Georgia State University,Midtown MARTA,casual
R102209,2026-06-22 06:16:00,2026-06-22 06:25:25,Centennial Olympic Park,Midtown MARTA,member
R100640,06/07/2026 09:45,2026-06-07 10:29:45,Little Five Points,Centennial Olympic Park,casual
R104110,12-Jul-2026 12:40,2026-07-12 13:02:00,Georgia State University,Ponce City Market,casual
R103121,2026-07-02 14:51:00,2026-07-02 15:01:47,Midtown MARTA,Atlantic Station,member
R104796,2026-07-18 23:37:00,2026-07-18 23:46:34,Georgia State University,Midtown MARTA,casual
R103760,08-Jul-2026 09:11,2026-07-08 09:25:25,Ponce City Market,Piedmont Park,member
R102183,2026-06-22 17:01:00,2026-06-22 17:12:50,Ponce City Market,Piedmont Park,member
R104346,2026-07-14 17:30:00,2026-07-14 17:34:37,Midtown MARTA,Piedmont Park,member
R101552,16-Jun-2026 21:19,2026-06-16 21:26:25,Atlantic Station,Midtown MARTA,member
R100481,2026-06-05 09:33:00,2026-06-05 09:39:12,Midtown MARTA,Ponce City Market,member
R100944,2026-06-10 18:53:00,06/10/2026 18:59,Ponce City Market,Midtown MARTA,member
R103257,2026-07-03 00:01:00,2026-07-03 00:05:15,Midtown MARTA,  Atlantic Station ,member
R105085,2026-07-21 06:35:00,07/21/2026 06:44,Midtown MARTA,Centennial Olympic Pk,member
R102433,06/24/2026 21:33,24-Jun-2026 21:41,Georgia State University,  Midtown MARTA ,member
R104443,2026-07-15 09:00:00,2026-07-15 09:06:01,Midtown MARTA,Ponce City Market,member
R101689,2026-06-17 08:52:00,17-Jun-2026 09:02,Midtown MARTA,  Little Five Points ,member
R104190,07/13/2026 18:31,2026-07-13 18:47:27,Georgia State University,Midtown MARTA,member
R104692,2026-07-18 12:08:00,18-Jul-2026 12:24,Georgia State University,Midtown MARTA,member
R102994,2026-06-30 20:14:00,30-Jun-2026 20:20,Centennial Olympic Park,Krog Street Market,member
R104384,2026-07-15 05:24:00,2026-07-15 05:38:02,Centennial Olympic Park,georgia state university,member
R102361,06/24/2026 21:51,06/24/2026 22:36,Georgia State University,Atlantic Station,casual
R102969,2026-06-30 13:57:00,06/30/2026 14:12,Midtown MARTA,Georgia State University,casual
R103640,2026-07-07 10:04:00,07-Jul-2026 10:23,Georgia State University,  Midtown MARTA ,member
R105460,2026-07-25 12:00:00,2026-07-25 12:26:35,  Ponce City Market ,Georgia State University,casual
R100824,2026-06-09 17:17:00,06/09/2026 17:38,georgia state university,Piedmont Park,member
R100765,06/08/2026 14:47,06/08/2026 14:56,GEORGIA STATE UNIVERSITY,Piedmont Pk,member
R105736,07/28/2026 17:26,07/28/2026 17:41,krog street market,West End,member
R100673,07-Jun-2026 09:42,2026-06-07 10:19:35,Georgia State University,Ponce City Market,casual
R100826,2026-06-09 15:22:00,2026-06-09 15:34:14,PONCE CITY MARKET,Georgia State University,member
R104322,07/14/2026 18:16,2026-07-14 18:55:03,Ponce City Market,Atlantic Station,casual
R102483,2026-06-25 17:58:00,2026-06-25 18:11:41,Ponce City Market,Centennial Olympic Park,member
R102401,2026-06-24 17:42:00,2026-06-24 17:55:46,Ponce City Market,  Piedmont Park ,member
R103228,2026-07-03 16:23:00,2026-07-03 16:32:34,georgia state university,Midtown MARTA,member
R103825,07/09/2026 08:35,2026-07-09 08:51:20,Ponce City Market,Centennial Olympic Park,member
R105213,07/22/2026 20:03,07/22/2026 20:14,Ponce City Market,georgia state university,casual
R103796,09-Jul-2026 11:52,2026-07-09 12:02:05,Piedmont Park,Centennial Olympic Park,member
R101279,2026-06-13 23:52:00,2026-06-14 00:02:27,MIDTOWN MARTA,Ponce City Market,member
R100982,2026-06-10 05:19:00,2026-06-10 06:08:01,Georgia State University,Midtown MARTA,casual
R104214,2026-07-13 07:20:00,07/13/2026 07:31,Midtown MARTA,Grant Park,member
R103353,07/04/2026 10:26,2026-07-04 11:05:11,PONCE CITY MARKET,Georgia State University,casual
R101682,06/17/2026 17:45,2026-06-17 17:52:41,  Midtown MARTA ,Piedmont Park,member
R100556,2026-06-06 15:25:00,2026-06-06 15:25:00,Centennial Olympic Park,Centennial Olympic Park,member
R104756,07/18/2026 11:34,2026-07-18 11:45:42,Georgia State University,Centennial Olympic Park,member
R104595,2026-07-17 20:29:00,2026-07-17 20:39:29,Midtown MARTA,centennial olympic park,member
R105989,2026-07-30 07:51:00,2026-07-30 08:10:26,Piedmont Park,Midtown MARTA,casual
R105698,2026-07-27 18:06:00,2026-07-27 18:16:28,Little Five Points,Midtown MARTA,member
R104860,2026-07-19 09:41:00,2026-07-19 10:09:59,Ponce City Market,atlantic station,casual
R105161,2026-07-22 10:03:00,2026-07-22 10:35:25,Piedmont Park,Ponce City Market,casual
R104635,2026-07-17 15:58:00,07/17/2026 16:03,Ponce City Market,Atlantic Station,member
R100210,2026-06-03 16:18:00,2026-06-03 16:30:20,Piedmont Park,Midtown MARTA,member
R105776,2026-07-28 08:05:00,28-Jul-2026 08:23,Midtown MARTA,Krog Street Market,member
R103951,2026-07-10 15:34:00,10-Jul-2026 15:38,Ponce City Market,Piedmont Park,casual
R104739,2026-07-18 21:06:00,18-Jul-2026 21:31,MIDTOWN MARTA,Ponce City Market,casual
R104791,07/18/2026 06:45,2026-07-18 06:50:32,Centennial Olympic Park,Midtown MARTA,member
R101562,2026-06-16 12:01:00,2026-06-16 12:24:52,West End,Midtown MARTA,casual
R104530,2026-07-16 07:47:00,2026-07-16 07:58:44,GEORGIA STATE UNIVERSITY,Ponce City Market,
R104315,07/14/2026 07:43,07/14/2026 07:45,ATLANTIC STATION,Centennial Olympic Park,member
R105643,07/27/2026 08:22,07/27/2026 08:33,Piedmont Park,Centennial Olympic Park,member
R102437,2026-06-24 17:22:00,2026-06-24 17:33:22,MIDTOWN MARTA,ponce city market,member
R100492,05-Jun-2026 17:40,2026-06-05 17:48:47,midtown marta,Atlantic Station,member
R102459,2026-06-25 17:59:00,2026-06-25 18:09:50,  Midtown MARTA ,Ponce City Market,member
R101163,2026-06-12 10:45:00,2026-06-12 10:54:12,  Krog Street Market ,Midtown MARTA,member
R101320,2026-06-13 14:41:00,2026-06-13 14:48:41,Midtown MARTA,Ponce City Market,member
R104313,2026-07-14 07:52:00,14-Jul-2026 08:13,Atlantic Station,Ponce City Market,casual
R101674,17-Jun-2026 19:46,2026-06-17 19:51:53,Georgia State University,Centennial Olympic Park,member
R103078,07/01/2026 17:49,07/01/2026 18:20,Piedmont Park,Georgia State University,casual
R103300,07/04/2026 15:41,2026-07-04 16:00:09,Midtown MARTA,Ponce City Market,casual
R102078,2026-06-21 14:59:00,06/21/2026 15:12,Krog Street Market,Centennial Olympic Park,member
R103699,07/08/2026 13:02,2026-07-08 13:11:03,Midtown MARTA,GRANT PARK,member
R103456,07/05/2026 20:42,2026-07-05 21:22:07,Midtown MARTA,Atlantic Station,casual
R101751,2026-06-18 21:36:00,2026-06-18 21:52:19,Ponce City Market,Georgia State University,member
R100189,2026-06-02 20:23:00,2026-06-02 20:36:32,Centennial Olympic Park,  Ponce City Market ,member
R100518,2026-06-05 17:23:00,2026-06-05 17:24:00,Centennial Olympic Park,Krog Street Market,member
R101368,2026-06-14 18:40:00,2026-06-14 18:51:35,Midtown MARTA,Centennial Olympic Park,member
R102312,06/23/2026 07:19,2026-06-23 07:27:03,Piedmont Park,Ponce City Market,member
R100500,2026-06-05 01:47:00,2026-06-05 01:53:37,  Midtown MARTA ,Ponce City Market,member
R102764,2026-06-28 16:22:00,2026-06-28 16:50:08,Midtown MARTA,  Georgia State University ,casual
R101980,2026-06-20 18:20:00,2026-06-20 18:34:43,Midtown MARTA,Ponce City Market,member
R104931,2026-07-20 07:12:00,2026-07-20 07:30:18,piedmont park,  West End ,member
R104216,2026-07-13 11:04:00,2026-07-13 11:15:41,Centennial Olympic Park,  Krog Street Market ,member
R100815,2026-06-09 08:27:00,2026-06-09 08:28:00,Ponce City Market,Georgia State University,casual
R101184,12-Jun-2026 16:38,2026-06-12 16:39:55,Centennial Olympic Park,Krog Street Market,member
R102186,2026-06-22 08:31:00,2026-06-22 08:35:50,Piedmont Park,ponce city market,member
R104920,07/20/2026 08:22,2026-07-20 08:33:46,Midtown MARTA,Centennial Olympic Park,member
R100340,2026-06-04 18:57:00,2026-06-04 18:57:00,Ponce City Market,Ponce City Market,member
R102831,06/28/2026 12:08,2026-06-28 12:30:49,Centennial Olympic Pk,Piedmont Park,casual
R102671,2026-06-27 13:10:00,2026-06-27 13:43:43,Georgia State University,Atlantic Station,casual
R100274,2026-06-03 18:01:00,03-Jun-2026 18:18,Atlantic Station,Midtown MARTA,casual
R101281,2026-06-13 09:12:00,13-Jun-2026 09:19,Midtown MARTA,Ponce City Market,member
R104379,2026-07-15 07:44:00,2026-07-15 07:53:11,Midtown MARTA,Piedmont Park,member
R101298,2026-06-13 13:53:00,2026-06-13 14:03:23,Grant Park,Georgia State University,member
